product_id,product_name,category,subcategory,launch_date,discontinued_date,unit_cost,unit_price,supplier_id,manufacturing_location_id
P31716,Age,Guess,Week,2014-04-08,2024-07-10,337.64,903.45,S31716,M31716
P31717,Once,Participant,Idea,2021-07-07,2024-02-25,173.45,669.78,S31717,M31717
P31718,Evidence,Shake,Property,2018-05-19,2027-02-09,262.19,827.85,S31718,M31718
P31719,Edge,Near,Structure,2019-01-19,2024-12-13,55.82,580.99,S31719,M31719
P31720,Current,Detail,Determine,2016-11-04,2025-05-17,482.22,586.16,S31720,M31720
P31721,Material,Agreement,Fire,2015-12-16,2025-03-08,406.66,971.18,S31721,M31721
P31722,College,Test,Year,2023-09-26,2028-09-29,352.72,547.96,S31722,M31722
P31723,Several,Ago,Him,2015-05-12,2025-06-08,444.45,636.97,S31723,M31723
P31724,System,Dinner,Their,2016-04-16,2025-07-16,138.17,648.27,S31724,M31724
P31725,Child,Live,Serve,2021-01-12,2025-01-18,235.67,706.18,S31725,M31725
P31726,Send,Education,Peace,2022-03-03,2024-07-04,45.12,767.49,S31726,M31726
P31727,Bill,Consumer,Certain,2017-09-30,2024-08-03,232.83,655.06,S31727,M31727
P31728,Turn,Score,Even,2017-01-02,2028-03-22,115.49,881.39,S31728,M31728
P31729,Boy,Finish,Away,2023-09-13,2024-11-07,207.02,581.02,S31729,M31729
P31730,Back,Perform,It,2023-07-21,2024-08-16,99.31,844.83,S31730,M31730
P31731,Attention,On,Move,2019-06-26,2028-03-08,456.91,989.48,S31731,M31731
P31732,Among,Laugh,Cell,2018-09-20,2027-04-08,159.78,715.11,S31732,M31732
P31733,Subject,Job,Size,2015-11-13,2024-06-16,50.2,653.64,S31733,M31733
P31734,Including,Identify,Record,2019-10-19,2026-07-24,347.72,964.16,S31734,M31734
P31735,Fight,Common,Partner,2020-05-28,2026-04-30,495.72,613.5,S31735,M31735
P31736,Sit,Page,Example,2023-03-10,2027-01-06,65.49,576.88,S31736,M31736
P31737,Grow,Realize,Exactly,2021-07-14,2025-08-28,75.1,723.06,S31737,M31737
P31738,Participant,Development,Wall,2021-08-06,2028-12-08,119.95,628.37,S31738,M31738
P31739,Seven,Such,Site,2017-07-17,2025-08-03,82.6,791.35,S31739,M31739
P31740,Research,If,Color,2017-06-21,2027-03-13,12.97,680.26,S31740,M31740
P31741,Support,Decision,They,2018-08-23,2028-05-22,40.21,593.41,S31741,M31741
P31742,Life,Various,Party,2023-02-06,2024-07-29,131.71,661.71,S31742,M31742
P31743,Production,Your,Range,2015-03-12,2026-02-02,312.66,568.15,S31743,M31743
P31744,Charge,Respond,Often,2014-05-11,2027-02-24,113.87,630.07,S31744,M31744
P31745,Purpose,Or,Size,2023-06-17,2025-09-05,80.6,979.23,S31745,M31745
P31746,Research,Sometimes,Debate,2022-12-10,2025-05-05,438.64,920.9,S31746,M31746
P31747,Identify,Theory,By,2018-10-16,2024-10-25,143.93,800.06,S31747,M31747
P31748,Dream,As,Laugh,2018-04-22,2025-01-30,378.84,731.52,S31748,M31748
P31749,Especially,Then,Particular,2018-09-13,2024-07-04,306.77,995.1,S31749,M31749
P31750,Realize,Agreement,Decision,2021-01-16,2025-06-28,332.91,855.48,S31750,M31750
P31751,After,Account,Alone,2020-07-30,2024-12-02,330.73,836.43,S31751,M31751
P31752,Include,Machine,Garden,2020-05-28,2025-08-09,472.41,812.51,S31752,M31752
P31753,Air,Benefit,Lawyer,2014-09-18,2027-11-10,271.82,667.11,S31753,M31753
P31754,Later,Style,Town,2021-12-07,2025-02-14,283.81,551.27,S31754,M31754
P31755,Mr,Account,True,2014-05-08,2028-12-22,226.02,657.62,S31755,M31755
P31756,Carry,Hit,On,2019-04-26,2028-01-17,171.28,558.02,S31756,M31756
P31757,Voice,Drug,Police,2020-02-23,2024-10-08,395.27,502.47,S31757,M31757
P31758,Structure,Case,Image,2019-10-13,2029-01-08,139.87,625.74,S31758,M31758
P31759,Case,Successful,Break,2016-08-03,2025-08-14,238.88,881.61,S31759,M31759
P31760,Safe,Business,Success,2014-04-02,2025-07-06,466.23,664.72,S31760,M31760
P31761,In,For,Several,2019-12-14,2025-07-17,102.02,531.28,S31761,M31761
P31762,Something,End,Throw,2021-01-03,2024-02-23,211.68,508.69,S31762,M31762
P31763,Thought,Friend,Scientist,2018-12-15,2027-06-15,144.24,839.38,S31763,M31763
P31764,Least,Pressure,Board,2021-09-24,2028-02-29,422.83,937.53,S31764,M31764
P31765,Certainly,Significant,Throughout,2023-06-27,2027-07-26,377.12,668.02,S31765,M31765
P31766,Pretty,Report,Middle,2017-06-11,2025-05-20,387.01,689.87,S31766,M31766
P31767,Happen,Read,Church,2017-12-16,2026-11-07,265.23,500.82,S31767,M31767
P31768,Human,Rise,Family,2023-04-24,2027-08-10,218.09,579.5,S31768,M31768
P31769,Down,Husband,We,2021-07-26,2027-05-11,197.65,508.34,S31769,M31769
P31770,Game,Next,Summer,2023-04-24,2024-05-15,193.55,835.56,S31770,M31770
P31771,Theory,Create,Far,2018-07-08,2027-03-12,15.14,849.92,S31771,M31771
P31772,Represent,Decide,All,2020-05-03,2028-03-13,276.6,597.28,S31772,M31772
P31773,Camera,Strong,Base,2019-10-11,2025-09-23,67.12,940.58,S31773,M31773
P31774,Bag,Line,Message,2020-01-12,2026-03-10,41.41,616.15,S31774,M31774
P31775,Support,Big,Camera,2022-04-15,2028-06-09,273.32,560.6,S31775,M31775
P31776,Audience,Pretty,Professor,2020-01-28,2027-10-21,130.75,528.12,S31776,M31776
P31777,Main,Answer,Only,2020-03-20,2025-09-17,248.12,792.78,S31777,M31777
P31778,Herself,Fill,Party,2014-04-19,2028-04-15,360.55,994.52,S31778,M31778
P31779,Cover,Responsibility,Forward,2016-12-15,2026-11-22,468.56,677.05,S31779,M31779
P31780,Understand,Government,Specific,2021-09-28,2025-04-22,477.41,584.61,S31780,M31780
P31781,Big,Politics,Else,2019-03-18,2027-10-19,391.49,604.07,S31781,M31781
P31782,Challenge,Figure,Bill,2023-05-12,2026-04-30,77.38,620.89,S31782,M31782
P31783,Loss,American,Matter,2020-01-11,2027-02-05,232.6,640.56,S31783,M31783
P31784,City,Cut,Debate,2015-03-01,2025-12-25,181.63,794.79,S31784,M31784
P31785,She,Forward,Responsibility,2017-01-22,2027-03-05,246.01,599.78,S31785,M31785
P31786,Executive,Factor,Certain,2017-10-15,2028-10-01,357.85,558.63,S31786,M31786
P31787,Game,Wear,Above,2019-12-02,2027-08-06,142.35,939.09,S31787,M31787
P31788,Current,Realize,These,2022-09-13,2025-02-07,96.18,750.24,S31788,M31788
P31789,Assume,Help,Say,2022-03-10,2024-08-04,281.04,624.4,S31789,M31789
P31790,Step,Contain,Report,2021-10-10,2025-05-07,116.95,919.99,S31790,M31790
P31791,Song,Toward,Same,2018-12-02,2024-05-13,132.47,650.99,S31791,M31791
P31792,Me,Technology,Indicate,2021-03-31,2027-10-17,149.68,934.94,S31792,M31792
P31793,This,Way,Method,2023-11-22,2025-05-07,473.31,865.55,S31793,M31793
P31794,Hour,Environmental,Let,2018-08-22,2024-05-30,175.38,866.74,S31794,M31794
P31795,Cultural,Sense,Religious,2015-01-26,2025-10-12,271.11,735.32,S31795,M31795
P31796,Window,Particular,Heavy,2017-02-15,2025-07-03,371.8,941.25,S31796,M31796
P31797,Box,Concern,Can,2020-04-24,2024-03-01,205.25,943.11,S31797,M31797
P31798,President,Garden,Friend,2016-04-06,2027-12-31,38.07,839.57,S31798,M31798
P31799,Language,Camera,Within,2019-10-30,2027-05-21,466.92,632.93,S31799,M31799
P31800,Rate,Side,Sound,2019-05-07,2026-01-28,195.03,714.24,S31800,M31800
P31801,Property,Reduce,Capital,2023-06-25,2024-04-17,473.27,523.69,S31801,M31801
P31802,Management,Rise,Forget,2016-06-05,2029-01-22,335.65,742.92,S31802,M31802
P31803,Enjoy,Child,Late,2016-01-07,2024-10-06,76.83,982.28,S31803,M31803
P31804,Watch,Pressure,College,2017-09-07,2028-12-23,427.53,731.85,S31804,M31804
P31805,Consumer,Pm,Future,2018-06-12,2028-04-01,293.58,819.17,S31805,M31805
P31806,From,Trouble,Today,2017-05-16,2027-01-28,203.69,958.73,S31806,M31806
P31807,Wait,World,Other,2023-05-11,2028-06-06,227.64,902.96,S31807,M31807
P31808,Us,Run,Write,2014-02-16,2025-09-23,95.13,584.11,S31808,M31808
P31809,Direction,Support,Training,2020-07-20,2026-08-21,82.04,744.44,S31809,M31809
P31810,Fall,Ok,Physical,2021-06-21,2025-12-22,340.52,648.3,S31810,M31810
P31811,Artist,Sense,Practice,2015-12-05,2025-04-16,421.5,971.11,S31811,M31811
P31812,Able,Them,American,2018-02-19,2025-10-10,289.59,685.45,S31812,M31812
P31813,Mean,Age,Professor,2022-11-10,2025-05-01,150.59,652.66,S31813,M31813
P31814,Writer,Argue,Wrong,2020-01-16,2025-11-15,213.56,780.37,S31814,M31814
P31815,Thank,Can,Sense,2022-03-13,2028-11-11,163.47,779.54,S31815,M31815
P31816,Card,Interesting,Popular,2018-11-30,2025-11-27,445.78,939.69,S31816,M31816
P31817,Above,Past,Special,2014-05-13,2026-07-09,110.45,612.57,S31817,M31817
P31818,Nation,Body,Behavior,2015-08-12,2028-06-25,37.39,598.68,S31818,M31818
P31819,Quickly,Blood,Model,2018-06-25,2026-04-24,25.1,613.05,S31819,M31819
P31820,Game,Buy,Start,2015-01-14,2027-01-31,36.62,615.39,S31820,M31820
P31821,Crime,Give,Practice,2023-11-18,2025-09-22,311.41,906.0,S31821,M31821
P31822,Bag,Civil,Design,2016-10-19,2027-06-05,133.32,601.32,S31822,M31822
P31823,Professional,Follow,Sing,2022-04-14,2027-12-02,178.01,557.11,S31823,M31823
P31824,Assume,Teach,Happy,2021-04-07,2026-06-15,356.32,756.06,S31824,M31824
P31825,Month,Remain,Phone,2018-10-12,2026-06-03,370.26,530.13,S31825,M31825
P31826,Help,Indicate,Mr,2023-02-13,2026-01-04,391.29,610.54,S31826,M31826
P31827,Field,Just,Add,2023-02-17,2025-09-14,276.69,725.8,S31827,M31827
P31828,Science,Really,Camera,2018-09-04,2024-06-23,148.88,810.79,S31828,M31828
P31829,Necessary,Place,Minute,2020-09-04,2027-08-27,418.54,811.61,S31829,M31829
P31830,Woman,Structure,Choice,2018-05-20,2028-12-25,429.08,736.08,S31830,M31830
P31831,Yet,Central,Thank,2023-10-01,2027-08-11,247.37,919.48,S31831,M31831
P31832,Where,Author,Security,2019-03-04,2026-01-22,49.13,994.42,S31832,M31832
P31833,Deal,Better,See,2017-08-12,2027-08-01,427.73,778.54,S31833,M31833
P31834,Live,Black,End,2017-01-17,2026-07-05,219.32,633.4,S31834,M31834
P31835,Skin,Cold,Cell,2021-12-20,2026-01-25,274.33,778.05,S31835,M31835
P31836,Material,Likely,Say,2016-05-25,2028-03-26,106.9,927.58,S31836,M31836
P31837,Large,Animal,Threat,2020-09-16,2026-07-01,207.63,670.55,S31837,M31837
P31838,Scene,Role,Figure,2014-10-30,2028-11-13,250.53,789.5,S31838,M31838
P31839,Paper,Central,Security,2020-08-10,2025-10-24,321.74,964.6,S31839,M31839
P31840,Summer,Truth,After,2017-06-19,2025-02-17,429.52,597.55,S31840,M31840
P31841,Reveal,Street,Model,2022-05-31,2027-01-27,304.19,791.31,S31841,M31841
P31842,Person,Special,The,2015-05-19,2024-07-02,199.29,903.57,S31842,M31842
P31843,A,Whose,Since,2016-01-04,2024-04-22,375.12,831.54,S31843,M31843
P31844,Campaign,Attorney,Sell,2017-10-17,2025-11-25,230.32,539.87,S31844,M31844
P31845,Official,Chance,Discover,2019-12-16,2025-03-29,233.71,738.75,S31845,M31845
P31846,Of,Itself,Avoid,2019-05-17,2028-08-08,150.18,995.41,S31846,M31846
P31847,Affect,Across,Himself,2020-02-11,2027-12-01,28.11,661.27,S31847,M31847
P31848,Yet,Model,Over,2018-06-19,2024-09-13,129.4,975.94,S31848,M31848
P31849,Lead,Sometimes,Address,2018-12-12,2027-06-27,430.32,911.9,S31849,M31849
P31850,Heart,Audience,Quite,2019-08-05,2028-12-10,100.9,983.83,S31850,M31850
P31851,Stop,First,Star,2023-01-28,2028-05-30,487.69,860.79,S31851,M31851
P31852,Range,Item,Bed,2014-12-26,2026-04-19,137.53,604.95,S31852,M31852
P31853,People,Owner,Yeah,2023-05-19,2027-06-10,325.66,603.8,S31853,M31853
P31854,Central,Doctor,Many,2020-10-19,2027-09-21,295.35,919.52,S31854,M31854
P31855,Assume,Research,Pull,2014-05-12,2028-12-04,200.22,663.88,S31855,M31855
P31856,Unit,On,Mean,2015-03-28,2024-12-06,261.12,647.31,S31856,M31856
P31857,Party,Kid,Show,2017-03-12,2028-03-05,356.25,713.04,S31857,M31857
P31858,Nor,Sea,Suggest,2015-11-24,2027-11-07,332.33,633.39,S31858,M31858
P31859,Party,Arrive,Fund,2020-04-21,2027-07-19,309.12,799.43,S31859,M31859
P31860,Speak,Skill,Ok,2016-08-03,2028-02-09,239.99,951.17,S31860,M31860
P31861,Budget,Institution,Share,2015-02-27,2026-07-21,428.12,569.29,S31861,M31861
P31862,Detail,Low,Record,2015-01-02,2028-07-06,57.78,899.68,S31862,M31862
P31863,Important,State,Now,2019-04-30,2027-09-08,313.96,814.24,S31863,M31863
P31864,Meeting,Piece,Let,2015-07-11,2026-05-31,185.22,932.17,S31864,M31864
P31865,Case,Heart,Figure,2020-04-30,2028-06-19,356.4,754.12,S31865,M31865
P31866,Institution,Every,Of,2017-04-25,2028-07-10,418.27,943.05,S31866,M31866
P31867,Television,Chair,Hand,2020-03-02,2024-11-26,193.3,777.99,S31867,M31867
P31868,Adult,This,Will,2021-03-04,2026-11-09,351.9,565.56,S31868,M31868
P31869,Drop,Sense,Opportunity,2022-07-07,2024-10-08,319.8,699.86,S31869,M31869
P31870,Find,Pm,Debate,2016-03-20,2027-04-07,462.0,805.37,S31870,M31870
P31871,Travel,Dog,Card,2019-10-11,2025-09-12,69.75,701.24,S31871,M31871
P31872,True,Admit,Brother,2020-09-02,2027-08-25,169.05,574.21,S31872,M31872
P31873,Box,Future,Bar,2020-04-07,2027-10-01,130.35,896.17,S31873,M31873
P31874,Hotel,Dream,Run,2017-04-23,2027-12-11,332.67,619.35,S31874,M31874
P31875,Teacher,See,Voice,2014-09-30,2028-10-07,235.34,896.39,S31875,M31875
P31876,Better,Night,People,2017-11-01,2025-08-16,255.11,722.83,S31876,M31876
P31877,His,Reality,Carry,2018-05-05,2025-03-20,54.9,821.76,S31877,M31877
P31878,Through,Later,Major,2018-10-04,2027-04-02,316.57,807.99,S31878,M31878
P31879,Technology,Start,Skin,2021-07-02,2026-02-09,278.88,836.5,S31879,M31879
P31880,Generation,Push,Three,2022-05-21,2026-09-04,36.69,623.82,S31880,M31880
P31881,New,Suggest,Little,2021-04-25,2025-11-13,150.54,747.64,S31881,M31881
P31882,Sea,There,Name,2016-01-20,2028-09-01,342.24,631.35,S31882,M31882
P31883,Perhaps,Particularly,Whole,2019-12-14,2025-01-05,71.05,918.88,S31883,M31883
P31884,Subject,Huge,Tv,2018-02-24,2025-02-22,383.64,721.52,S31884,M31884
P31885,Various,Also,Sense,2018-04-11,2027-03-18,458.06,553.3,S31885,M31885
P31886,Wait,Part,Law,2019-03-23,2026-04-18,357.79,789.98,S31886,M31886
P31887,Edge,Impact,Beautiful,2023-09-15,2028-07-16,416.34,970.02,S31887,M31887
P31888,Light,Care,Water,2019-03-19,2027-03-26,175.0,604.72,S31888,M31888
P31889,Meeting,Provide,Face,2015-01-12,2028-03-25,201.59,619.53,S31889,M31889
P31890,Easy,Street,Share,2017-07-30,2025-02-22,138.7,506.22,S31890,M31890
P31891,Different,Him,Free,2015-04-22,2028-02-12,249.75,833.54,S31891,M31891
P31892,Loss,Push,Eye,2018-01-24,2027-06-05,55.33,683.34,S31892,M31892
P31893,Thus,Price,Ready,2015-10-21,2025-02-28,489.7,819.33,S31893,M31893
P31894,Toward,Scientist,Level,2014-09-19,2025-06-24,321.7,946.98,S31894,M31894
P31895,Husband,Dark,Something,2014-06-18,2027-11-22,70.49,657.43,S31895,M31895
P31896,Court,Capital,Education,2018-05-08,2025-01-16,68.78,849.19,S31896,M31896
P31897,Man,Light,Others,2016-07-04,2028-03-28,371.38,663.33,S31897,M31897
P31898,Radio,Any,Industry,2020-10-01,2024-10-11,232.3,924.74,S31898,M31898
P31899,Own,Go,Or,2022-07-05,2027-10-17,123.41,781.74,S31899,M31899
P31900,Visit,American,Agency,2014-03-21,2027-10-06,27.73,604.32,S31900,M31900
P31901,Voice,Black,Wide,2016-06-01,2027-06-13,87.51,670.41,S31901,M31901
P31902,Whatever,Present,President,2019-10-28,2025-12-22,444.96,786.93,S31902,M31902
P31903,Around,Look,Certain,2022-09-22,2027-01-13,415.63,651.5,S31903,M31903
P31904,Front,Brother,Commercial,2020-05-21,2028-01-03,204.05,715.34,S31904,M31904
P31905,Could,Reality,Drop,2018-12-27,2024-02-03,192.01,681.88,S31905,M31905
P31906,End,Coach,Anything,2022-07-15,2024-04-04,71.11,677.35,S31906,M31906
P31907,Worker,Prepare,Land,2018-01-05,2026-11-21,160.78,930.34,S31907,M31907
P31908,View,From,Project,2021-09-20,2027-05-07,290.87,946.44,S31908,M31908
P31909,Agree,Other,Pick,2018-04-01,2027-08-26,380.52,704.43,S31909,M31909
P31910,Arrive,He,Sit,2022-10-01,2025-05-28,42.55,829.62,S31910,M31910
P31911,International,Role,Fact,2015-11-07,2028-04-04,431.97,527.4,S31911,M31911
P31912,Enter,Study,Morning,2017-05-27,2027-12-21,239.02,846.06,S31912,M31912
P31913,Table,During,Full,2014-08-11,2027-12-14,307.92,988.99,S31913,M31913
P31914,Education,Main,Beautiful,2014-03-26,2026-06-24,309.93,759.17,S31914,M31914
P31915,Country,Best,Her,2019-03-27,2028-09-25,402.01,755.43,S31915,M31915
P31916,That,Anyone,Understand,2018-06-24,2025-11-18,62.89,865.89,S31916,M31916
P31917,Defense,Tend,Traditional,2023-07-19,2028-05-01,368.73,705.2,S31917,M31917
P31918,Forward,Spring,Say,2021-11-13,2028-03-23,100.82,841.39,S31918,M31918
P31919,Last,Consumer,Social,2016-01-15,2027-06-22,314.81,997.29,S31919,M31919
P31920,At,Ask,Court,2014-08-23,2024-08-26,40.29,870.28,S31920,M31920
P31921,Pull,Success,Line,2020-11-09,2028-03-18,94.2,921.12,S31921,M31921
P31922,Attention,Night,Lot,2018-03-17,2028-11-07,132.0,848.73,S31922,M31922
P31923,Try,Decade,Return,2023-04-04,2025-05-06,296.26,952.38,S31923,M31923
P31924,Spring,Matter,Again,2015-07-26,2027-06-21,71.36,815.85,S31924,M31924
P31925,Blue,Culture,Forget,2022-12-24,2028-04-04,78.68,595.18,S31925,M31925
P31926,Cost,Per,Address,2016-03-07,2024-10-17,87.16,656.71,S31926,M31926
P31927,Significant,To,Call,2021-01-02,2027-06-22,432.39,836.97,S31927,M31927
P31928,Debate,Stock,Already,2022-12-25,2024-06-11,362.62,587.01,S31928,M31928
P31929,Despite,Central,Land,2017-11-24,2025-09-21,377.34,782.71,S31929,M31929
P31930,Group,Meeting,Already,2022-03-31,2025-07-30,388.33,790.0,S31930,M31930
P31931,Thing,Everybody,Car,2024-01-17,2027-03-01,468.75,585.65,S31931,M31931
P31932,This,Standard,Two,2021-10-02,2026-12-15,145.95,574.27,S31932,M31932
P31933,Deal,Get,Star,2015-02-03,2025-10-18,222.54,852.6,S31933,M31933
P31934,Seven,Hear,Carry,2016-05-10,2028-06-10,116.23,818.63,S31934,M31934
P31935,But,Simply,Sport,2018-04-18,2027-04-27,452.68,546.68,S31935,M31935
P31936,Term,Smile,Particularly,2021-10-23,2028-11-08,154.76,938.63,S31936,M31936
P31937,Million,Pattern,When,2016-05-24,2026-05-05,119.47,683.78,S31937,M31937
P31938,Right,Drop,Play,2016-07-08,2024-04-26,129.34,971.23,S31938,M31938
P31939,Travel,Agree,Size,2018-01-29,2024-10-20,132.67,872.31,S31939,M31939
P31940,Condition,Drop,Find,2019-11-17,2027-07-11,291.09,969.29,S31940,M31940
P31941,Born,To,Nothing,2020-05-17,2027-06-27,302.78,845.89,S31941,M31941
P31942,Space,Natural,Into,2014-10-20,2024-05-12,397.59,843.3,S31942,M31942
P31943,Compare,Certainly,Pick,2016-11-17,2028-07-21,444.36,788.42,S31943,M31943
P31944,Improve,Either,Top,2020-07-18,2024-07-25,404.58,630.93,S31944,M31944
P31945,Include,With,Experience,2022-02-21,2025-04-03,133.26,534.97,S31945,M31945
P31946,Far,Resource,This,2020-11-05,2025-05-30,372.34,755.15,S31946,M31946
P31947,Opportunity,Image,Environmental,2018-09-15,2025-07-23,154.94,815.51,S31947,M31947
P31948,Data,No,Wife,2021-05-26,2027-05-02,454.58,730.09,S31948,M31948
P31949,Machine,Tough,Ball,2017-06-05,2028-05-21,32.56,944.08,S31949,M31949
P31950,Rise,Reflect,Such,2019-05-12,2024-02-08,180.53,724.85,S31950,M31950
P31951,Early,Of,Maybe,2023-03-28,2027-11-13,221.27,699.54,S31951,M31951
P31952,Responsibility,Analysis,Design,2014-10-13,2027-12-31,76.25,762.65,S31952,M31952
P31953,Member,Power,Edge,2018-10-17,2025-04-11,101.7,860.07,S31953,M31953
P31954,Then,Hear,View,2018-01-24,2027-12-28,42.91,678.21,S31954,M31954
P31955,Expert,Fast,Hard,2020-11-25,2025-11-14,375.15,839.44,S31955,M31955
P31956,Into,Crime,Need,2016-11-15,2027-01-02,452.62,615.48,S31956,M31956
P31957,Will,Peace,By,2014-11-24,2026-04-03,275.87,929.52,S31957,M31957
P31958,Bad,Star,Common,2023-01-09,2028-08-13,197.04,554.66,S31958,M31958
P31959,Religious,Never,Decision,2016-06-30,2024-08-15,296.96,512.3,S31959,M31959
P31960,Form,Value,Writer,2019-12-15,2027-02-08,277.99,880.71,S31960,M31960
P31961,Rich,Social,Within,2016-08-01,2026-09-19,134.85,903.93,S31961,M31961
P31962,Pay,Occur,Rule,2016-11-21,2025-11-01,279.05,634.28,S31962,M31962
P31963,Republican,Street,Process,2015-12-24,2027-07-28,345.64,537.81,S31963,M31963
P31964,Can,Art,Group,2014-09-06,2026-01-30,104.7,646.02,S31964,M31964
P31965,Different,Organization,His,2017-07-04,2027-09-26,183.75,512.03,S31965,M31965
P31966,Economy,Against,Break,2023-12-30,2027-03-03,90.13,726.5,S31966,M31966
P31967,Staff,Agree,Partner,2022-05-22,2025-03-25,23.99,936.3,S31967,M31967
P31968,Ask,Ball,Care,2015-10-28,2027-11-01,252.3,544.09,S31968,M31968
P31969,Conference,Last,Best,2017-07-13,2028-07-26,219.15,917.17,S31969,M31969
P31970,Detail,Visit,Pay,2015-01-30,2024-02-21,211.72,916.7,S31970,M31970
P31971,Sure,Near,System,2014-02-02,2028-07-24,262.19,667.48,S31971,M31971
P31972,Ahead,Citizen,Glass,2021-03-14,2024-04-29,425.23,696.47,S31972,M31972
P31973,Rich,Garden,Government,2020-04-04,2025-03-06,330.07,529.25,S31973,M31973
P31974,Position,Which,Enough,2017-07-28,2027-05-16,117.57,524.65,S31974,M31974
P31975,Able,End,Him,2020-01-26,2025-09-18,288.84,506.54,S31975,M31975
P31976,Of,Economy,Although,2019-06-12,2028-12-23,450.64,644.8,S31976,M31976
P31977,Nature,Simple,Exactly,2016-05-21,2028-12-27,437.16,839.9,S31977,M31977
P31978,Hospital,Different,Interesting,2014-09-05,2026-04-01,153.38,607.16,S31978,M31978
P31979,Though,Our,Tough,2014-12-18,2024-04-28,149.46,880.49,S31979,M31979
P31980,Word,Cause,Rise,2015-02-13,2024-02-13,141.33,646.34,S31980,M31980
P31981,Project,Work,Rise,2017-05-08,2025-05-17,187.96,596.36,S31981,M31981
P31982,Nice,Often,Page,2022-08-11,2028-01-22,263.42,809.18,S31982,M31982
P31983,Pull,Either,Child,2015-11-05,2026-08-19,241.22,697.83,S31983,M31983
P31984,West,Whom,Tax,2015-04-25,2025-05-02,334.53,995.45,S31984,M31984
P31985,Most,Weight,Chair,2016-12-31,2024-09-30,422.24,708.26,S31985,M31985
P31986,South,Also,Respond,2020-05-02,2025-12-12,315.13,677.06,S31986,M31986
P31987,Management,Think,Treat,2019-08-17,2027-01-24,156.28,501.26,S31987,M31987
P31988,Sometimes,Understand,Although,2022-03-21,2027-01-06,355.05,589.27,S31988,M31988
P31989,Today,Reflect,Result,2019-01-15,2026-10-27,418.96,595.42,S31989,M31989
P31990,When,Hand,Other,2015-02-02,2026-03-17,382.66,854.57,S31990,M31990
P31991,Focus,Appear,Whatever,2014-07-25,2026-02-08,201.96,745.3,S31991,M31991
P31992,Across,Key,Maybe,2014-09-30,2024-02-10,143.11,587.84,S31992,M31992
P31993,High,Drive,Difficult,2014-12-15,2027-11-14,455.86,679.98,S31993,M31993
P31994,Myself,Discover,Nothing,2021-07-20,2028-02-06,113.51,644.76,S31994,M31994
P31995,Myself,Interview,Better,2014-02-14,2026-11-30,98.29,915.49,S31995,M31995
P31996,Political,Sea,Down,2023-03-22,2026-08-27,462.49,523.75,S31996,M31996
P31997,Listen,Himself,Break,2014-05-31,2025-01-09,244.88,660.07,S31997,M31997
P31998,Anyone,Eight,Charge,2017-09-07,2025-09-12,407.54,540.11,S31998,M31998
P31999,Century,Congress,Oil,2020-04-07,2025-07-22,305.3,983.25,S31999,M31999
P32000,Body,Customer,Few,2020-01-03,2025-07-25,453.85,966.79,S32000,M32000
P32001,Adult,Be,Really,2018-11-14,2027-02-12,471.33,874.47,S32001,M32001
P32002,All,Interesting,Dark,2016-07-15,2024-10-03,103.35,960.54,S32002,M32002
P32003,Answer,Operation,Dream,2017-01-29,2028-10-30,462.62,783.48,S32003,M32003
P32004,Economy,Citizen,Let,2016-05-30,2027-12-05,358.84,539.27,S32004,M32004
P32005,Owner,Culture,Not,2020-11-19,2026-09-25,457.74,645.98,S32005,M32005
P32006,Stay,Use,Clearly,2021-03-30,2028-11-14,99.3,552.83,S32006,M32006
P32007,Knowledge,Yard,Describe,2019-06-04,2027-06-24,139.9,655.69,S32007,M32007
P32008,To,Describe,Later,2022-11-28,2028-09-17,467.38,687.7,S32008,M32008
P32009,Collection,Soon,Trouble,2014-06-12,2027-01-16,315.16,673.88,S32009,M32009
P32010,Activity,Onto,Poor,2018-05-29,2028-06-27,399.3,657.41,S32010,M32010
P32011,Still,East,Low,2019-08-08,2024-07-06,40.24,831.24,S32011,M32011
P32012,Course,Produce,Carry,2018-05-31,2025-03-29,308.75,785.75,S32012,M32012
P32013,During,Agency,Yard,2020-02-10,2027-08-28,29.67,512.61,S32013,M32013
P32014,Relationship,Sense,Opportunity,2017-12-23,2028-02-23,329.53,870.35,S32014,M32014
P32015,Whatever,Dinner,Responsibility,2017-04-23,2026-11-01,426.84,551.28,S32015,M32015
P32016,Carry,Both,Million,2017-11-17,2025-06-29,325.83,900.92,S32016,M32016
P32017,Sense,Republican,Republican,2017-11-27,2027-02-14,402.03,556.81,S32017,M32017
P32018,Middle,Inside,Popular,2018-04-30,2027-10-15,54.52,901.68,S32018,M32018
P32019,Today,Education,War,2015-02-19,2024-10-09,301.31,750.5,S32019,M32019
P32020,Increase,Author,Dark,2018-07-01,2024-07-12,89.26,772.69,S32020,M32020
P32021,Whatever,Real,Bring,2019-11-24,2024-09-08,251.79,800.72,S32021,M32021
P32022,Tell,Government,Along,2021-08-14,2025-06-13,473.46,777.9,S32022,M32022
P32023,Thought,Sort,Popular,2023-07-21,2025-05-26,263.92,609.49,S32023,M32023
P32024,Leader,Car,Big,2016-05-07,2025-02-25,477.82,633.9,S32024,M32024
P32025,Time,Development,Phone,2018-01-07,2027-06-06,442.15,893.69,S32025,M32025
P32026,Discussion,Safe,Bank,2019-08-10,2025-06-27,249.44,847.85,S32026,M32026
